id,kind,row_id,cluster_id,column,confidence,derivable,default,decision,proposed_value,note
1203|Price currency,fill,1203,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1204|Price currency,fill,1204,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
193|Price currency,fill,193,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
194|Price currency,fill,194,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
195|Price currency,fill,195,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
197|Price currency,fill,197,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
198|Price currency,fill,198,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
199|Price currency,fill,199,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
200|Price currency,fill,200,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1156|Price currency,fill,1156,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1157|Price currency,fill,1157,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1174|Price currency,fill,1174,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1186|Price currency,fill,1186,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
201|Price currency,fill,201,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
202|Price currency,fill,202,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
258|Price currency,fill,258,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
259|Price currency,fill,259,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
260|Price currency,fill,260,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
308|Price currency,fill,308,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
309|Price currency,fill,309,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
310|Price currency,fill,310,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
311|Price currency,fill,311,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
312|Price currency,fill,312,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
313|Price currency,fill,313,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
139|Price currency,fill,139,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
143|Price currency,fill,143,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
146|Price currency,fill,146,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
150|Price currency,fill,150,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
152|Price currency,fill,152,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
154|Price currency,fill,154,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
711|Price currency,fill,711,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
712|Price currency,fill,712,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
408|Capacity units,fill,408,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
244|Price currency,fill,244,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
245|Price currency,fill,245,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
246|Price currency,fill,246,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
247|Price currency,fill,247,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
292|Price currency,fill,292,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
296|Price currency,fill,296,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
300|Price currency,fill,300,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
303|Price currency,fill,303,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
291|Price currency,fill,291,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
294|Price currency,fill,294,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
297|Price currency,fill,297,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
314|Capacity units,fill,314,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
315|Capacity units,fill,315,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
316|Capacity units,fill,316,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
317|Capacity units,fill,317,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
166|Capacity units,fill,166,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
167|Capacity units,fill,167,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
168|Capacity units,fill,168,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
169|Capacity units,fill,169,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
509|Price currency,fill,509,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
510|Price currency,fill,510,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
511|Price currency,fill,511,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
512|Price currency,fill,512,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
295|Price currency,fill,295,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
298|Price currency,fill,298,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
299|Price currency,fill,299,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
301|Price currency,fill,301,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
302|Price currency,fill,302,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
304|Price currency,fill,304,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
305|Price currency,fill,305,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
306|Price currency,fill,306,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
307|Price currency,fill,307,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
72|Capacity units,fill,72,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
78|Capacity units,fill,78,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
1041|Price currency,fill,1041,,Price currency,G,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1148|Price currency,fill,1148,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1149|Price currency,fill,1149,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1167|Price currency,fill,1167,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1175|Price currency,fill,1175,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1176|Price currency,fill,1176,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1177|Price currency,fill,1177,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1178|Price currency,fill,1178,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1179|Price currency,fill,1179,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1180|Price currency,fill,1180,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1181|Price currency,fill,1181,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1205|Price currency,fill,1205,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
74|Capacity units,fill,74,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
80|Price currency,fill,80,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
81|Price currency,fill,81,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
82|Price currency,fill,82,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
83|Price currency,fill,83,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
84|Price currency,fill,84,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
85|Price currency,fill,85,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
86|Price currency,fill,86,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
88|Price currency,fill,88,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
273|Price currency,fill,273,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
274|Price currency,fill,274,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1092|Price currency,fill,1092,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1224|Price currency,fill,1224,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1225|Price currency,fill,1225,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1226|Price currency,fill,1226,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
164|Capacity units,fill,164,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
1166|Price currency,fill,1166,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1170|Price currency,fill,1170,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1171|Price currency,fill,1171,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
515|Price currency,fill,515,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
516|Price currency,fill,516,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
129|Price currency,fill,129,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
130|Price currency,fill,130,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
135|Price currency,fill,135,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
133|Price currency,fill,133,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
134|Price currency,fill,134,,Price currency,Y,True,accept,hold,USD,companion to the proposed Price (apply only if the Price fill is accepted)
102|Capacity units,fill,102,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
103|Capacity units,fill,103,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
250|Capacity units,fill,250,,Capacity units,Y,True,accept,hold,cbm,companion to the proposed Capacity (apply only if the Capacity fill is accepted)
189|Price,fill,189,,Price,Y,False,hold,accept,214285714,Seatrade Maritime: $1.5bn for the seven-vessel consortium order (Hulls 3395-3401
189|Price currency,fill,189,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
190|Price,fill,190,,Price,Y,False,hold,accept,214285714,Seatrade Maritime: $1.5bn for the seven-vessel consortium order (Hulls 3395-3401
190|Price currency,fill,190,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
191|Price,fill,191,,Price,Y,False,hold,accept,214285714,Seatrade Maritime: $1.5bn for the seven-vessel consortium order (Hulls 3395-3401
191|Price currency,fill,191,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
192|Price,fill,192,,Price,Y,False,hold,accept,214285714,Seatrade Maritime: $1.5bn for the seven-vessel consortium order (Hulls 3395-3401
192|Price currency,fill,192,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
99|Price,fill,99,,Price,Y,False,hold,accept,255800000,"PortNews: $511.6m deal for two vessels (Hulls 2602/2603); per-vessel = 511,600,0"
99|Price currency,fill,99,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
100|Price,fill,100,,Price,Y,False,hold,accept,255800000,"PortNews: $511.6m deal for two vessels (Hulls 2602/2603); per-vessel = 511,600,0"
100|Price currency,fill,100,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
124|Price,fill,124,,Price,Y,False,hold,accept,216000000,Offshore Energy: Samsung Heavy's disclosed contract value of KRW 1.46 trillion (
124|Price currency,fill,124,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
125|Price,fill,125,,Price,Y,False,hold,accept,216000000,Offshore Energy: Samsung Heavy's disclosed contract value of KRW 1.46 trillion (
125|Price currency,fill,125,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
126|Price,fill,126,,Price,Y,False,hold,accept,216000000,Offshore Energy: Samsung Heavy's disclosed contract value of KRW 1.46 trillion (
126|Price currency,fill,126,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
127|Price,fill,127,,Price,Y,False,hold,accept,216000000,Offshore Energy: Samsung Heavy's disclosed contract value of KRW 1.46 trillion (
127|Price currency,fill,127,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
128|Price,fill,128,,Price,Y,False,hold,accept,216000000,Offshore Energy: Samsung Heavy's disclosed contract value of KRW 1.46 trillion (
128|Price currency,fill,128,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
205|Price,fill,205,,Price,Y,False,hold,accept,265000000,"Splash247: $530m deal for the two ships; per-vessel = 530,000,000 / 2 = 265,000,"
205|Price currency,fill,205,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
206|Price,fill,206,,Price,Y,False,hold,accept,265000000,"Splash247: $530m deal for the two ships; per-vessel = 530,000,000 / 2 = 265,000,"
206|Price currency,fill,206,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1150|Price,fill,1150,,Price,Y,False,hold,accept,249500000,Splash247: combined contract value of about $499m for the pair; per-vessel = 499
1150|Price currency,fill,1150,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1151|Price,fill,1151,,Price,Y,False,hold,accept,249500000,Splash247: combined contract value of about $499m for the pair; per-vessel = 499
1151|Price currency,fill,1151,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1164|Price,fill,1164,,Price,Y,False,hold,accept,251500000,"Splash247: two carriers valued at KRW738.3bn ($503m); per-vessel = 503,000,000 /"
1164|Price currency,fill,1164,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1165|Price,fill,1165,,Price,Y,False,hold,accept,251500000,"Splash247: two carriers valued at KRW738.3bn ($503m); per-vessel = 503,000,000 /"
1165|Price currency,fill,1165,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1172|Price,fill,1172,,Price,Y,False,hold,accept,252500000,"Splash247: a pair of 174,000 cu m vessels with a combined price tag of about $50"
1172|Price currency,fill,1172,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1173|Price,fill,1173,,Price,Y,False,hold,accept,252500000,"Splash247: a pair of 174,000 cu m vessels with a combined price tag of about $50"
1173|Price currency,fill,1173,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1187|Price,fill,1187,,Price,Y,False,hold,accept,255500000,"Splash247: two 174,000-cbm vessels worth KRW770.2bn ($511m); per-vessel = 511,00"
1187|Price currency,fill,1187,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1188|Price,fill,1188,,Price,Y,False,hold,accept,255500000,"Splash247: two 174,000-cbm vessels worth KRW770.2bn ($511m); per-vessel = 511,00"
1188|Price currency,fill,1188,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1190|Price,fill,1190,,Price,Y,False,hold,accept,248000000,Baird Maritime: three firm vessels under a contract valued at approximately US$7
1190|Price currency,fill,1190,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1191|Price,fill,1191,,Price,Y,False,hold,accept,248000000,Baird Maritime: three firm vessels under a contract valued at approximately US$7
1191|Price currency,fill,1191,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1192|Price,fill,1192,,Price,Y,False,hold,accept,248000000,Baird Maritime: three firm vessels under a contract valued at approximately US$7
1192|Price currency,fill,1192,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1193|Price,fill,1193,,Price,Y,False,hold,accept,256500000,Capital Clean Energy Carriers release: en-bloc shipbuilding price of $769.5 mill
1193|Price currency,fill,1193,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1194|Price,fill,1194,,Price,Y,False,hold,accept,256500000,Capital Clean Energy Carriers release: en-bloc shipbuilding price of $769.5 mill
1194|Price currency,fill,1194,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
1195|Price,fill,1195,,Price,Y,False,hold,accept,256500000,Capital Clean Energy Carriers release: en-bloc shipbuilding price of $769.5 mill
1195|Price currency,fill,1195,,Price currency,Y,True,accept,accept,USD,companion to the proposed Price (apply only if the Price fill is accepted)
